﻿school_nm,school_gbn,estab_dt,estab_gbn,addr,lon,lat,grid_gid
해누리중학교,중학교,2019-03-01,공립,서울특별시 송파구 가락동 909,127.1021919,37.49824464,다사648444
서울인공지능고등학교,고등학교,1991-03-01,공립,서울특별시 송파구 거여동 331,127.1423309,37.49175309,다사683436
세륜중학교,중학교,1992-04-22,공립,서울특별시 송파구 오금동 7-3,127.1312464,37.50893314,다사674455
오륜중학교,중학교,1989-04-18,공립,서울특별시 송파구 방이동 89-7,127.1389238,37.51632395,다사680463
성남중앙초등학교,초등학교,1978-12-05,공립,경기도 성남시 중원구 성남동 2580,127.1435588,37.43625492,다사684375
상대원초등학교,초등학교,2002-10-02,공립,경기도 성남시 중원구 상대원동 54,127.181591,37.4423833,다사718381
서현중학교,중학교,1991-10-02,공립,경기도 성남시 분당구 서현동 96-1,127.1335296,37.3807546,다사675313
늘푸른초등학교,초등학교,2003-01-13,공립,경기도 성남시 분당구 정자동 178-5,127.1056708,37.35833354,다사650288
성보경영고등학교,고등학교,1980-04-21,사립,경기도 성남시 수정구 단대동 5,127.1585265,37.46184664,다사698403
양영중학교,중학교,1949-06-01,공립,경기도 성남시 분당구 서현동 293,127.1359747,37.37652556,다사677308
초림초등학교,초등학교,1992-05-01,공립,경기도 성남시 분당구 수내동 35,127.1175924,37.37682557,다사661309
성남화랑초등학교,초등학교,2013-09-12,공립,경기도 성남시 분당구 백현동 547,127.1158892,37.39022385,다사659324
보평중학교,중학교,2009-09-01,공립,경기도 성남시 분당구 백현동 543,127.1157671,37.39395033,다사659328
성일중학교,중학교,1974-06-07,사립,경기도 성남시 중원구 성남동 2876,127.1448205,37.43487853,다사685373
야탑고등학교,고등학교,1986-12-05,사립,경기도 성남시 분당구 야탑동 145-3,127.1535645,37.40376833,다사693339
검단초등학교,초등학교,1971-11-02,공립,경기도 성남시 중원구 하대원동 123,127.144034,37.42948258,다사685367
불정초등학교,초등학교,1994-06-01,공립,경기도 성남시 분당구 정자동 203,127.1194969,37.36125574,다사663292
성남수정초등학교,초등학교,1969-11-03,공립,경기도 성남시 수정구 수진동 4347,127.1327837,37.43621121,다사675375
탄천초등학교,초등학교,1995-05-01,공립,경기도 성남시 분당구 정자동 195,127.1156357,37.36159606,다사659292
금빛초등학교,초등학교,1973-09-01,공립,경기도 성남시 수정구 태평동 7289,127.1405553,37.44734641,다사682387
태원고등학교,고등학교,1987-03-05,사립,경기도 성남시 분당구 야탑동 754-1,127.1290213,37.40391632,다사671339
백현중학교,중학교,1995-03-01,공립,경기도 성남시 분당구 정자동 77,127.1106623,37.37132024,다사655303
위례고운초등학교,초등학교,2016-06-05,공립,경기도 성남시 수정구 창곡동 511,127.1457743,37.47148964,다사686414
위례한빛중학교,중학교,2016-03-01,공립,경기도 성남시 수정구 창곡동 568,127.1486362,37.46797483,다사689410
위례푸른초등학교,초등학교,2016-05-01,공립,경기도 성남시 수정구 창곡동 518,127.1509587,37.47073159,다사691413
위례한빛고등학교,고등학교,2016-03-01,공립,경기도 성남시 수정구 창곡동 574,127.1500063,37.46721061,다사690409
당촌초등학교,초등학교,1991-03-01,공립,경기도 성남시 분당구 분당동 36,127.131262,37.37368941,다사673305
양영초등학교,초등학교,1994-09-30,공립,경기도 성남시 분당구 서현동 319,127.1400905,37.37465969,다사681306
도촌중학교,중학교,2008-03-01,공립,경기도 성남시 중원구 도촌동 637,127.1542449,37.41676815,다사694353
중원초등학교,초등학교,1971-09-01,공립,경기도 성남시 중원구 상대원동 153,127.1678574,37.43785528,다사706376
상원여자중학교,중학교,1981-03-24,공립,경기도 성남시 수정구 단대동 57,127.1580691,37.45701189,다사697398
상원초등학교,초등학교,1971-09-01,공립,경기도 성남시 중원구 은행동 421,127.1627759,37.45388421,다사701394
내정초등학교,초등학교,1992-06-01,공립,경기도 성남시 분당구 수내동 57,127.122265,37.3724032,다사665304
성남신흥초등학교,초등학교,1991-09-01,공립,경기도 성남시 수정구 신흥동 47-3,127.1434705,37.45057746,다사684391
숭신여자고등학교,고등학교,1973-03-03,사립,경기도 성남시 중원구 금광동 2686,127.1700177,37.45026861,다사708390
늘푸른중학교,중학교,2005-03-01,공립,경기도 성남시 분당구 정자동 178-6,127.1051176,37.35739426,다사650287
중탑초등학교,초등학교,1993-06-01,공립,경기도 성남시 분당구 야탑동 212,127.1396854,37.41392399,다사681350
백현초등학교,초등학교,1994-02-28,공립,경기도 성남시 분당구 정자동 76,127.1111656,37.37219331,다사655304
태평초등학교,초등학교,1984-03-20,공립,경기도 성남시 수정구 태평동 3743,127.1316938,37.44495416,다사674384
성남서중학교,중학교,1971-01-30,공립,경기도 성남시 수정구 단대동 189,127.1541109,37.44911542,다사694389
돌마고등학교,고등학교,2001-01-05,공립,경기도 성남시 분당구 이매동 265,127.1321643,37.39327801,다사674327
낙생초등학교,초등학교,1922-05-01,공립,경기도 성남시 분당구 판교동 551,127.0989134,37.39430405,다사644328
동광고등학교,고등학교,1976-06-18,사립,경기도 성남시 중원구 성남동 2876-1,127.1434964,37.43463362,다사684373
분당대진고등학교,고등학교,1994-02-01,사립,경기도 성남시 분당구 분당동 72,127.1381475,37.36941233,다사679301
분당중앙고등학교,고등학교,1994-03-01,공립,경기도 성남시 분당구 정자동 220,127.1246258,37.36064712,다사667291
낙원중학교,중학교,2010-03-01,공립,경기도 성남시 분당구 판교동 518,127.0961776,37.39919048,다사642334
장안중학교,중학교,1994-02-28,공립,경기도 성남시 분당구 분당동 114,127.1466861,37.37142116,다사687303
이우중학교,중학교,2003-09-01,사립,경기도 성남시 분당구 동원동 157-1,127.090941,37.35324326,다사637283
중부초등학교,초등학교,2000-03-01,공립,경기도 성남시 중원구 은행동 1932-7,127.1649507,37.45154694,다사703392
희망대초등학교,초등학교,1971-09-22,공립,경기도 성남시 수정구 신흥동 1232,127.1491148,37.44749919,다사689387
서당초등학교,초등학교,1993-03-01,공립,경기도 성남시 분당구 서현동 303,127.1345888,37.37460238,다사676306
분당경영고등학교,고등학교,1995-05-08,공립,경기도 성남시 분당구 금곡동 123,127.1096108,37.35502581,다사654285
샛별중학교,중학교,2008-03-01,공립,경기도 성남시 분당구 수내동 164-3,127.1299286,37.36813084,다사672299
성남동초등학교,초등학교,1977-12-30,공립,경기도 성남시 중원구 금광동 3365,127.1621785,37.4492524,다사701389
운중중학교,중학교,2009-03-01,공립,경기도 성남시 분당구 운중동 950,127.0736017,37.39124417,다사622325
금광중학교,중학교,1994-03-01,공립,경기도 성남시 중원구 금광동 2414,127.1716429,37.44660311,다사709386
보평초등학교,초등학교,2009-09-01,공립,경기도 성남시 분당구 삼평동 743,127.1177564,37.39603837,다사661330
보평고등학교,고등학교,2010-03-01,공립,경기도 성남시 분당구 백현동 544,127.1176047,37.39419168,다사661328
계원예술고등학교,고등학교,1980-10-10,사립,경기도 성남시 분당구 정자동 207,127.1155061,37.35836192,다사659288
늘푸른고등학교,고등학교,2004-03-01,공립,경기도 성남시 분당구 정자동 6-3,127.1053275,37.37332701,다사650305
서현고등학교,고등학교,1991-10-04,공립,경기도 성남시 분당구 서현동 91-1,127.1240595,37.38222205,다사667315
성남정자초등학교,초등학교,2004-03-01,공립,경기도 성남시 분당구 정자동 6-2,127.1049139,37.37451655,다사650306
운중초등학교,초등학교,2009-05-01,공립,경기도 성남시 분당구 운중동 893,127.0689381,37.39241921,다사618326
성일고등학교,고등학교,1973-06-20,사립,경기도 성남시 중원구 성남동 2876,127.1448205,37.43487853,다사685373
이우고등학교,고등학교,2003-09-01,사립,경기도 성남시 분당구 동원동 157-1,127.090941,37.35324326,다사637283
분당영덕여자고등학교,고등학교,1986-09-10,사립,경기도 성남시 분당구 야탑동 455,127.1394071,37.40529859,다사680340
신백현중학교,중학교,2010-03-01,공립,경기도 성남시 분당구 백현동 566,127.1102903,37.38628783,다사655319
내정중학교,중학교,1993-05-20,공립,경기도 성남시 분당구 수내동 64,127.1194777,37.37073068,다사663302
성남은행초등학교,초등학교,1981-06-01,공립,경기도 성남시 중원구 은행동 652,127.1709005,37.46100227,다사708402
하원초등학교,초등학교,1983-06-22,공립,경기도 성남시 중원구 금광동 2412,127.1702362,37.44625438,다사708386
성남문원중학교,중학교,1983-01-22,공립,경기도 성남시 수정구 단대동 10,127.1574144,37.46091703,다사697402
단남초등학교,초등학교,1982-12-30,공립,경기도 성남시 중원구 금광동 210,127.161375,37.44290368,다사700382
불곡고등학교,고등학교,1997-03-01,공립,경기도 성남시 분당구 구미동 91,127.1185237,37.34848033,다사662277
수내중학교,중학교,1992-09-01,공립,경기도 성남시 분당구 수내동 78,127.1261902,37.37098934,다사669302
야탑초등학교,초등학교,1993-03-01,공립,경기도 성남시 분당구 야탑동 333,127.1256267,37.41661561,다사668353
대일초등학교,초등학교,1988-12-27,공립,경기도 성남시 중원구 상대원동 2511,127.1641844,37.43846881,다사702377
성남미금초등학교,초등학교,1995-06-01,공립,경기도 성남시 분당구 구미동 68,127.1153003,37.34742048,다사659276
불곡중학교,중학교,1995-04-01,공립,경기도 성남시 분당구 구미동 92,127.119915,37.34745932,다사663276
양영디지털고등학교,고등학교,1955-04-27,공립,경기도 성남시 분당구 서현동 316,127.1400112,37.37401753,다사681306
성일정보고등학교,고등학교,1973-06-20,사립,경기도 성남시 중원구 성남동 2876,127.1448205,37.43487853,다사685373
삼평중학교,중학교,2009-03-01,공립,경기도 성남시 분당구 삼평동 727,127.1157402,37.40060747,다사659335
성남여자고등학교,고등학교,1972-03-24,공립,경기도 성남시 중원구 성남동 2877,127.1446087,37.43615488,다사685375
판교초등학교,초등학교,2010-05-04,공립,경기도 성남시 분당구 판교동 636,127.0914433,37.38728227,다사638320
성남제일초등학교,초등학교,1969-11-03,공립,경기도 성남시 중원구 중앙동 2970,127.1496107,37.43890676,다사690378
이매고등학교,고등학교,1993-10-02,공립,경기도 성남시 분당구 이매동 147,127.1209492,37.39240095,다사664326
성남양지초등학교,초등학교,2004-03-01,공립,경기도 성남시 수정구 양지동 386,127.1608837,37.45921737,다사700400
성남외국어고등학교,고등학교,2006-03-01,공립,경기도 성남시 분당구 백현동 376-1,127.0965798,37.37860539,다사642311
대하초등학교,초등학교,1987-01-31,공립,경기도 성남시 중원구 하대원동 167-2,127.1513041,37.43190777,다사691370
태평중학교,중학교,1998-03-01,공립,경기도 성남시 수정구 태평동 5140,127.1288292,37.44667267,다사671386
오리초등학교,초등학교,1994-11-01,공립,경기도 성남시 분당구 구미동 115,127.1153656,37.34435285,다사659273
성남북초등학교,초등학교,1982-03-09,공립,경기도 성남시 수정구 산성동 2137,127.1514735,37.45149984,다사691392
분당중학교,중학교,1995-06-05,공립,경기도 성남시 분당구 정자동 153,127.1110695,37.36090634,다사655291
수내고등학교,고등학교,1996-03-07,공립,경기도 성남시 분당구 수내동 120,127.1298639,37.36611486,다사672297
분당아람고등학교,고등학교,1994-06-07,공립,경기도 성남시 분당구 야탑동 216,127.1386738,37.41377813,다사680350
성남신기초등학교,초등학교,1952-04-05,공립,경기도 성남시 분당구 정자동 89,127.1110596,37.36658192,다사655297
성남여자중학교,중학교,1971-12-13,공립,경기도 성남시 수정구 신흥동 47-1,127.1427174,37.45023391,다사683390
수진중학교,중학교,2008-03-01,공립,경기도 성남시 수정구 수진동 4674,127.1236376,37.43711701,다사667376
불곡초등학교,초등학교,1996-03-02,공립,경기도 성남시 분당구 구미동 241,127.1197315,37.34098363,다사663269
한솔초등학교,초등학교,1994-06-01,공립,경기도 성남시 분당구 정자동 113,127.1180159,37.36677602,다사661298
성남초등학교,초등학교,1936-04-10,공립,경기도 성남시 수정구 태평동 7326,127.144146,37.44608455,다사685386
수진초등학교,초등학교,1970-11-30,공립,경기도 성남시 수정구 태평동 3756,127.1334651,37.44494388,다사675384
구미초등학교,초등학교,1995-07-01,공립,경기도 성남시 분당구 구미동 215,127.1183073,37.33776429,다사661265
정자중학교,중학교,1994-05-01,공립,경기도 성남시 분당구 정자동 123,127.1101466,37.3653198,다사654296
판교중학교,중학교,2009-03-01,공립,경기도 성남시 분당구 판교동 633,127.0875578,37.38722313,다사634320
성남매송초등학교,초등학교,1991-03-01,공립,경기도 성남시 분당구 이매동 136,127.1224032,37.40218357,다사665337
성남테크노과학고등학교,고등학교,1998-01-15,공립,경기도 성남시 중원구 하대원동 153,127.1477126,37.42762312,다사688365
효성고등학교,고등학교,1953-04-21,사립,경기도 성남시 수정구 심곡동 321,127.1040748,37.4502211,다사649390
야탑중학교,중학교,1993-03-01,공립,경기도 성남시 분당구 야탑동 336,127.1312341,37.41612945,다사673352
영성중학교,중학교,1985-12-18,공립,경기도 성남시 중원구 하대원동 150,127.147292,37.42721098,다사687365
도촌초등학교,초등학교,2008-03-01,공립,경기도 성남시 중원구 도촌동 646,127.1580222,37.41472797,다사697351
상탑초등학교,초등학교,1993-02-28,공립,경기도 성남시 분당구 야탑동 161,127.1456346,37.40620861,다사686341
돌마초등학교,초등학교,1934-10-09,공립,경기도 성남시 분당구 야탑동 515,127.1303783,37.40909939,다사672345
이매중학교,중학교,1992-09-01,공립,경기도 성남시 분당구 이매동 102,127.1260549,37.40192933,다사669337
대원중학교,중학교,1983-06-22,공립,경기도 성남시 중원구 금광동 2422,127.1725632,37.44763955,다사710387
낙생고등학교,고등학교,1975-11-14,사립,경기도 성남시 분당구 판교동 649,127.1003748,37.38610469,다사646319
매송중학교,중학교,1994-03-01,공립,경기도 성남시 분당구 이매동 145,127.1233688,37.39673763,다사666331
복정고등학교,고등학교,2010-03-01,공립,경기도 성남시 수정구 복정동 144-1,127.1372794,37.46152833,다사679403
복정초등학교,초등학교,1967-03-18,공립,경기도 성남시 수정구 복정동 665,127.1303836,37.46247112,다사673404
판교고등학교,고등학교,2011-03-01,공립,경기도 성남시 분당구 삼평동 706,127.1147726,37.40514882,다사659340
숭신여자중학교,중학교,1971-05-28,사립,경기도 성남시 중원구 금광동 2686,127.1700177,37.45026861,다사708390
하탑초등학교,초등학교,1993-07-01,공립,경기도 성남시 분당구 야탑동 531,127.1266127,37.4073264,다사669343
이매초등학교,초등학교,1993-05-01,공립,경기도 성남시 분당구 이매동 112,127.1264932,37.39721014,다사669331
청솔초등학교,초등학교,1994-02-28,공립,경기도 성남시 분당구 금곡동 131,127.1141001,37.35465808,다사658284
성수초등학교,초등학교,1987-02-14,공립,경기도 성남시 수정구 수진동 4786,127.1272377,37.43376609,다사670372
성남중학교,중학교,1995-03-01,공립,경기도 성남시 중원구 성남동 2872,127.1443208,37.43246198,다사685370
풍생중학교,중학교,1966-11-19,사립,경기도 성남시 수정구 수진동 4511-1,127.1314146,37.43504295,다사673373
신백현초등학교,초등학교,2010-05-04,공립,경기도 성남시 분당구 백현동 559,127.1117509,37.38757937,다사656321
하탑중학교,중학교,1994-05-06,공립,경기도 성남시 분당구 야탑동 520,127.137175,37.40946211,다사678345
풍생고등학교,고등학교,1974-01-05,사립,경기도 성남시 수정구 수진동 4511-1,127.1314146,37.43504295,다사673373
송림고등학교,고등학교,1975-03-01,사립,경기도 성남시 분당구 이매동 378,127.1318098,37.39191272,다사674325
동광중학교,중학교,1977-06-18,사립,경기도 성남시 중원구 성남동 2876-1,127.1434964,37.43463362,다사684373
수내초등학교,초등학교,1993-01-11,공립,경기도 성남시 분당구 수내동 81,127.1246626,37.36776564,다사667299
은행중학교,중학교,1992-03-01,공립,경기도 성남시 중원구 은행동 550-6,127.1725674,37.45703332,다사710398
송림중학교,중학교,1977-12-30,사립,경기도 성남시 분당구 이매동 378,127.1318098,37.39191272,다사674325
왕남초등학교,초등학교,1945-06-15,공립,경기도 성남시 수정구 고등동 589,127.0984126,37.42868223,다사644366
안말초등학교,초등학교,1991-03-11,공립,경기도 성남시 분당구 이매동 118,127.1259824,37.39315429,다사668327
분당초등학교,초등학교,1954-11-20,공립,경기도 성남시 분당구 서현동 92-1,127.1296966,37.37898822,다사672311
판교대장초등학교,초등학교,2021-06-01,공립,경기도 성남시 분당구 대장동 629,127.0697175,37.36825879,다사619299
분당고등학교,고등학교,1992-10-02,공립,경기도 성남시 분당구 수내동 25,127.1160677,37.37563295,다사660307
한솔고등학교,고등학교,1994-11-01,공립,경기도 성남시 분당구 정자동 115,127.1156884,37.36677616,다사659298
금상초등학교,초등학교,1995-09-01,공립,경기도 성남시 중원구 금광동 1645,127.1659942,37.44355007,다사704383
창성중학교,중학교,2017-06-07,공립,경기도 성남시 수정구 산성동 3,127.1540897,37.46072562,다사694402
성남장안초등학교,초등학교,1994-05-01,공립,경기도 성남시 분당구 분당동 91,127.1444594,37.37266155,다사685304
서현초등학교,초등학교,1991-09-01,공립,경기도 성남시 분당구 서현동 87-1,127.12855,37.38257622,다사671315
단대초등학교,초등학교,1974-11-30,공립,경기도 성남시 수정구 단대동 77,127.1577469,37.45368807,다사697394
판교대장중학교,중학교,2021-06-01,공립,경기도 성남시 분당구 대장동 629,127.0697175,37.36827897,다사619299
성남여수초등학교,초등학교,2014-05-01,공립,경기도 성남시 중원구 여수동 577,127.1330812,37.41945097,다사675356
성남송현초등학교,초등학교,2009-03-01,공립,경기도 성남시 분당구 삼평동 710,127.1163459,37.40545218,다사660341
성남서초등학교,초등학교,1978-12-05,공립,경기도 성남시 수정구 태평동 5090-1,127.1294194,37.44854378,다사672388
산운초등학교,초등학교,2009-03-01,공립,경기도 성남시 분당구 운중동 927,127.079026,37.38975272,다사627323
성남동중학교,중학교,1981-01-17,공립,경기도 성남시 중원구 금광동 3214,127.1641774,37.44873911,다사702388
구미중학교,중학교,2003-03-01,공립,경기도 성남시 분당구 구미동 299-1,127.1236076,37.34634609,다사666275
위례한빛초등학교,초등학교,2016-05-01,공립,경기도 성남시 수정구 창곡동 570,127.1470188,37.46576542,다사687407
위례중앙초등학교,초등학교,2016-10-28,공립,경기도 성남시 수정구 창곡동 502,127.1358729,37.47189037,다사678414
성남고등학교,고등학교,1972-03-06,공립,경기도 성남시 중원구 성남동 2870,127.1471687,37.43400578,다사687372
운중고등학교,고등학교,2010-03-01,공립,경기도 성남시 분당구 운중동 957,127.0736445,37.39280433,다사622327
위례중앙중학교,중학교,2016-05-09,공립,경기도 성남시 수정구 창곡동 503,127.1382118,37.47188409,다사680414
